Fecha;Horario;Estacion;Monto
08-05-2025;12:04:41 AM;Estacion_0;710
08-05-2025;12:38:57 AM;Estacion_0;710
08-05-2025;12:40:27 AM;Estacion_0;710
08-05-2025;12:06:08 AM;Estacion_0;710
08-05-2025;12:07:11 AM;Estacion_0;710
08-05-2025;12:33:32 AM;Estacion_0;710
08-05-2025;12:47:54 AM;Estacion_0;710
08-05-2025;12:22:23 AM;Estacion_0;710
08-05-2025;12:36:34 AM;Estacion_0;710
08-05-2025;12:43:39 AM;Estacion_0;710
08-05-2025;12:21:26 AM;Estacion_0;710
08-05-2025;12:34:00 AM;Estacion_0;710
08-05-2025;12:34:36 AM;Estacion_0;710
08-05-2025;12:46:13 AM;Estacion_0;710
08-05-2025;12:02:00 AM;Estacion_0;710
08-05-2025;12:04:25 AM;Estacion_0;710
08-05-2025;12:54:13 AM;Estacion_0;710
08-05-2025;12:38:26 AM;Estacion_0;710
08-05-2025;12:08:14 AM;Estacion_0;710
08-05-2025;01:25:41 AM;Estacion_0;710
08-05-2025;01:59:12 AM;Estacion_0;710
08-05-2025;01:50:31 AM;Estacion_0;710
08-05-2025;01:38:48 AM;Estacion_0;710
08-05-2025;01:51:31 AM;Estacion_0;710
08-05-2025;01:03:29 AM;Estacion_0;710
08-05-2025;01:36:22 AM;Estacion_0;710
08-05-2025;01:38:44 AM;Estacion_0;710
08-05-2025;01:14:42 AM;Estacion_0;710
08-05-2025;01:28:35 AM;Estacion_0;710
08-05-2025;01:12:31 AM;Estacion_0;710
08-05-2025;01:06:58 AM;Estacion_0;710
08-05-2025;01:50:21 AM;Estacion_0;710
08-05-2025;01:27:01 AM;Estacion_0;710
08-05-2025;01:41:44 AM;Estacion_0;710
08-05-2025;01:56:52 AM;Estacion_0;710
08-05-2025;01:05:27 AM;Estacion_0;710
08-05-2025;01:27:43 AM;Estacion_0;710
08-05-2025;01:43:19 AM;Estacion_0;710
08-05-2025;01:29:10 AM;Estacion_0;710
08-05-2025;01:57:54 AM;Estacion_0;710
08-05-2025;01:27:24 AM;Estacion_0;710
08-05-2025;01:38:32 AM;Estacion_0;710
08-05-2025;01:00:56 AM;Estacion_0;710
08-05-2025;01:26:56 AM;Estacion_0;710
08-05-2025;01:51:12 AM;Estacion_0;710
08-05-2025;01:40:02 AM;Estacion_0;710
08-05-2025;01:38:05 AM;Estacion_0;710
08-05-2025;01:07:26 AM;Estacion_0;710
08-05-2025;01:08:36 AM;Estacion_0;710
08-05-2025;01:32:50 AM;Estacion_0;710
08-05-2025;01:41:43 AM;Estacion_0;710
08-05-2025;01:23:14 AM;Estacion_0;710
08-05-2025;01:58:53 AM;Estacion_0;710
08-05-2025;01:31:31 AM;Estacion_0;710
08-05-2025;01:23:40 AM;Estacion_0;710
08-05-2025;01:51:48 AM;Estacion_0;710
08-05-2025;01:48:57 AM;Estacion_0;710
08-05-2025;01:51:11 AM;Estacion_0;710
08-05-2025;01:38:01 AM;Estacion_0;710
08-05-2025;01:02:48 AM;Estacion_0;710
08-05-2025;01:36:48 AM;Estacion_0;710
08-05-2025;01:55:16 AM;Estacion_0;710
08-05-2025;01:58:48 AM;Estacion_0;710
08-05-2025;01:01:01 AM;Estacion_0;710
08-05-2025;01:27:53 AM;Estacion_0;710
08-05-2025;01:22:36 AM;Estacion_0;710
08-05-2025;01:31:32 AM;Estacion_0;710
08-05-2025;01:00:18 AM;Estacion_0;710
08-05-2025;01:01:52 AM;Estacion_0;710
08-05-2025;01:43:25 AM;Estacion_0;710
08-05-2025;01:31:05 AM;Estacion_0;710
08-05-2025;01:31:54 AM;Estacion_0;710
08-05-2025;01:03:54 AM;Estacion_0;710
08-05-2025;01:10:55 AM;Estacion_0;710
08-05-2025;01:58:16 AM;Estacion_0;710
08-05-2025;01:37:23 AM;Estacion_0;710
08-05-2025;01:04:51 AM;Estacion_0;710
08-05-2025;01:33:05 AM;Estacion_0;710
08-05-2025;01:21:10 AM;Estacion_0;710
08-05-2025;01:47:15 AM;Estacion_0;710
08-05-2025;01:32:08 AM;Estacion_0;710
08-05-2025;01:59:58 AM;Estacion_0;710
08-05-2025;01:05:15 AM;Estacion_0;710
08-05-2025;02:02:19 AM;Estacion_0;710
08-05-2025;02:59:58 AM;Estacion_0;710
08-05-2025;02:35:18 AM;Estacion_0;710
08-05-2025;02:25:02 AM;Estacion_0;710
08-05-2025;02:18:19 AM;Estacion_0;710
08-05-2025;02:31:06 AM;Estacion_0;710
08-05-2025;02:51:40 AM;Estacion_0;710
08-05-2025;02:32:39 AM;Estacion_0;710
08-05-2025;02:38:17 AM;Estacion_0;710
08-05-2025;02:39:00 AM;Estacion_0;710
08-05-2025;02:10:27 AM;Estacion_0;710
08-05-2025;02:56:24 AM;Estacion_0;710
08-05-2025;02:49:22 AM;Estacion_0;710
08-05-2025;02:30:29 AM;Estacion_0;710
08-05-2025;02:41:34 AM;Estacion_0;710
08-05-2025;02:06:59 AM;Estacion_0;710
08-05-2025;02:15:25 AM;Estacion_0;710
08-05-2025;02:47:56 AM;Estacion_0;710
08-05-2025;02:51:59 AM;Estacion_0;710
08-05-2025;02:48:01 AM;Estacion_0;710
08-05-2025;02:00:47 AM;Estacion_0;710
08-05-2025;02:11:04 AM;Estacion_0;710
08-05-2025;02:36:31 AM;Estacion_0;710
08-05-2025;02:58:54 AM;Estacion_0;710
08-05-2025;02:08:40 AM;Estacion_0;710
08-05-2025;02:34:18 AM;Estacion_0;710
08-05-2025;02:47:15 AM;Estacion_0;710
08-05-2025;02:02:19 AM;Estacion_0;710
08-05-2025;02:23:53 AM;Estacion_0;710
08-05-2025;02:55:32 AM;Estacion_0;710
08-05-2025;02:23:51 AM;Estacion_0;710
08-05-2025;02:10:48 AM;Estacion_0;710
08-05-2025;02:07:35 AM;Estacion_0;710
08-05-2025;02:37:39 AM;Estacion_0;710
08-05-2025;02:19:34 AM;Estacion_0;710
08-05-2025;02:47:24 AM;Estacion_0;710
08-05-2025;02:34:24 AM;Estacion_0;710
08-05-2025;02:28:17 AM;Estacion_0;710
08-05-2025;02:45:17 AM;Estacion_0;710
08-05-2025;02:01:53 AM;Estacion_0;710
08-05-2025;02:34:15 AM;Estacion_0;710
08-05-2025;02:40:35 AM;Estacion_0;710
08-05-2025;02:32:03 AM;Estacion_0;710
08-05-2025;02:32:13 AM;Estacion_0;710
08-05-2025;02:20:47 AM;Estacion_0;710
08-05-2025;02:19:55 AM;Estacion_0;710
08-05-2025;02:07:06 AM;Estacion_0;710
08-05-2025;02:02:16 AM;Estacion_0;710
08-05-2025;02:32:47 AM;Estacion_0;710
08-05-2025;02:11:58 AM;Estacion_0;710
08-05-2025;02:50:21 AM;Estacion_0;710
08-05-2025;02:54:21 AM;Estacion_0;710
08-05-2025;02:45:29 AM;Estacion_0;710
08-05-2025;02:37:37 AM;Estacion_0;710
08-05-2025;02:44:50 AM;Estacion_0;710
08-05-2025;02:53:07 AM;Estacion_0;710
08-05-2025;02:26:26 AM;Estacion_0;710
08-05-2025;02:33:20 AM;Estacion_0;710
08-05-2025;02:29:32 AM;Estacion_0;710
08-05-2025;02:27:46 AM;Estacion_0;710
08-05-2025;02:32:04 AM;Estacion_0;710
08-05-2025;02:59:47 AM;Estacion_0;710
08-05-2025;02:18:03 AM;Estacion_0;710
08-05-2025;02:34:48 AM;Estacion_0;710
08-05-2025;02:16:43 AM;Estacion_0;710
08-05-2025;02:27:29 AM;Estacion_0;710
08-05-2025;02:28:45 AM;Estacion_0;710
08-05-2025;02:52:05 AM;Estacion_0;710
08-05-2025;02:34:59 AM;Estacion_0;710
08-05-2025;02:40:36 AM;Estacion_0;710
08-05-2025;02:23:28 AM;Estacion_0;710
08-05-2025;02:48:45 AM;Estacion_0;710
08-05-2025;02:52:30 AM;Estacion_0;710
08-05-2025;02:34:59 AM;Estacion_0;710
08-05-2025;02:32:51 AM;Estacion_0;710
08-05-2025;02:20:31 AM;Estacion_0;710
08-05-2025;02:22:32 AM;Estacion_0;710
08-05-2025;02:02:17 AM;Estacion_0;710
08-05-2025;03:41:30 AM;Estacion_0;710
08-05-2025;03:53:57 AM;Estacion_0;710
08-05-2025;03:02:39 AM;Estacion_0;710
08-05-2025;03:45:23 AM;Estacion_0;710
08-05-2025;03:49:31 AM;Estacion_0;710
08-05-2025;03:46:21 AM;Estacion_0;710
08-05-2025;03:22:01 AM;Estacion_0;710
08-05-2025;03:26:41 AM;Estacion_0;710
08-05-2025;03:01:25 AM;Estacion_0;710
08-05-2025;03:16:39 AM;Estacion_0;710
08-05-2025;03:32:08 AM;Estacion_0;710
08-05-2025;03:42:53 AM;Estacion_0;710
08-05-2025;03:47:38 AM;Estacion_0;710
08-05-2025;03:28:41 AM;Estacion_0;710
08-05-2025;03:54:25 AM;Estacion_0;710
08-05-2025;03:34:49 AM;Estacion_0;710
08-05-2025;03:24:23 AM;Estacion_0;710
08-05-2025;03:12:59 AM;Estacion_0;710
08-05-2025;03:57:06 AM;Estacion_0;710
08-05-2025;03:56:35 AM;Estacion_0;710
08-05-2025;03:44:19 AM;Estacion_0;710
08-05-2025;03:00:07 AM;Estacion_0;710
08-05-2025;03:45:15 AM;Estacion_0;710
08-05-2025;03:13:11 AM;Estacion_0;710
08-05-2025;03:50:22 AM;Estacion_0;710
08-05-2025;03:14:27 AM;Estacion_0;710
08-05-2025;03:33:01 AM;Estacion_0;710
08-05-2025;03:31:22 AM;Estacion_0;710
08-05-2025;03:21:50 AM;Estacion_0;710
08-05-2025;03:24:57 AM;Estacion_0;710
08-05-2025;03:21:57 AM;Estacion_0;710
08-05-2025;03:57:21 AM;Estacion_0;710
08-05-2025;03:48:51 AM;Estacion_0;710
08-05-2025;03:41:05 AM;Estacion_0;710
08-05-2025;03:14:53 AM;Estacion_0;710
08-05-2025;03:42:59 AM;Estacion_0;710
08-05-2025;03:36:32 AM;Estacion_0;710
08-05-2025;03:07:52 AM;Estacion_0;710
08-05-2025;03:59:43 AM;Estacion_0;710
08-05-2025;03:43:04 AM;Estacion_0;710
08-05-2025;03:38:03 AM;Estacion_0;710
08-05-2025;03:05:44 AM;Estacion_0;710
08-05-2025;03:31:51 AM;Estacion_0;710
08-05-2025;03:29:46 AM;Estacion_0;710
08-05-2025;03:34:54 AM;Estacion_0;710
08-05-2025;03:39:51 AM;Estacion_0;710
08-05-2025;03:15:12 AM;Estacion_0;710
08-05-2025;03:49:59 AM;Estacion_0;710
08-05-2025;03:41:29 AM;Estacion_0;710
08-05-2025;03:18:16 AM;Estacion_0;710
08-05-2025;03:55:18 AM;Estacion_0;710
08-05-2025;03:27:57 AM;Estacion_0;710
08-05-2025;03:54:25 AM;Estacion_0;710
08-05-2025;03:36:25 AM;Estacion_0;710
08-05-2025;03:52:22 AM;Estacion_0;710
08-05-2025;03:08:11 AM;Estacion_0;710
08-05-2025;03:52:00 AM;Estacion_0;710
08-05-2025;03:57:57 AM;Estacion_0;710
08-05-2025;03:00:46 AM;Estacion_0;710
08-05-2025;03:33:31 AM;Estacion_0;710
08-05-2025;03:53:47 AM;Estacion_0;710
08-05-2025;03:24:39 AM;Estacion_0;710
08-05-2025;03:44:52 AM;Estacion_0;710
08-05-2025;03:00:15 AM;Estacion_0;710
08-05-2025;03:38:04 AM;Estacion_0;710
08-05-2025;03:21:28 AM;Estacion_0;710
08-05-2025;03:54:02 AM;Estacion_0;710
08-05-2025;03:11:25 AM;Estacion_0;710
08-05-2025;03:15:50 AM;Estacion_0;710
08-05-2025;03:36:21 AM;Estacion_0;710
08-05-2025;03:56:28 AM;Estacion_0;710
08-05-2025;03:13:27 AM;Estacion_0;710
08-05-2025;03:04:46 AM;Estacion_0;710
08-05-2025;03:48:29 AM;Estacion_0;710
08-05-2025;04:51:04 AM;Estacion_0;710
08-05-2025;04:11:15 AM;Estacion_0;710
08-05-2025;04:25:25 AM;Estacion_0;710
08-05-2025;04:47:20 AM;Estacion_0;710
08-05-2025;04:38:35 AM;Estacion_0;710
08-05-2025;04:32:29 AM;Estacion_0;710
08-05-2025;04:36:22 AM;Estacion_0;710
08-05-2025;04:57:09 AM;Estacion_0;710
08-05-2025;04:53:04 AM;Estacion_0;710
08-05-2025;04:35:33 AM;Estacion_0;710
08-05-2025;04:51:30 AM;Estacion_0;710
08-05-2025;04:09:57 AM;Estacion_0;710
08-05-2025;04:18:57 AM;Estacion_0;710
08-05-2025;04:31:00 AM;Estacion_0;710
08-05-2025;04:55:04 AM;Estacion_0;710
08-05-2025;04:44:03 AM;Estacion_0;710
08-05-2025;04:15:23 AM;Estacion_0;710
08-05-2025;04:15:54 AM;Estacion_0;710
08-05-2025;04:01:48 AM;Estacion_0;710
08-05-2025;04:27:31 AM;Estacion_0;710
08-05-2025;04:26:19 AM;Estacion_0;710
08-05-2025;04:23:11 AM;Estacion_0;710
08-05-2025;04:49:34 AM;Estacion_0;710
08-05-2025;04:59:32 AM;Estacion_0;710
08-05-2025;04:32:50 AM;Estacion_0;710
08-05-2025;04:42:36 AM;Estacion_0;710
08-05-2025;04:11:02 AM;Estacion_0;710
08-05-2025;04:00:32 AM;Estacion_0;710
08-05-2025;04:39:09 AM;Estacion_0;710
08-05-2025;04:42:43 AM;Estacion_0;710
08-05-2025;04:28:12 AM;Estacion_0;710
08-05-2025;04:11:30 AM;Estacion_0;710
08-05-2025;04:45:01 AM;Estacion_0;710
08-05-2025;04:50:49 AM;Estacion_0;710
08-05-2025;04:34:22 AM;Estacion_0;710
08-05-2025;04:16:25 AM;Estacion_0;710
08-05-2025;04:07:28 AM;Estacion_0;710
08-05-2025;04:25:09 AM;Estacion_0;710
08-05-2025;04:25:33 AM;Estacion_0;710
08-05-2025;04:50:40 AM;Estacion_0;710
08-05-2025;04:06:03 AM;Estacion_0;710
08-05-2025;04:57:52 AM;Estacion_0;710
08-05-2025;04:49:44 AM;Estacion_0;710
08-05-2025;04:10:28 AM;Estacion_0;710
08-05-2025;04:55:35 AM;Estacion_0;710
08-05-2025;04:24:20 AM;Estacion_0;710
08-05-2025;04:56:35 AM;Estacion_0;710
08-05-2025;04:09:36 AM;Estacion_0;710
08-05-2025;04:08:23 AM;Estacion_0;710
08-05-2025;04:34:48 AM;Estacion_0;710
08-05-2025;04:34:47 AM;Estacion_0;710
08-05-2025;04:35:17 AM;Estacion_0;710
08-05-2025;04:48:38 AM;Estacion_0;710
08-05-2025;04:31:23 AM;Estacion_0;710
08-05-2025;04:22:31 AM;Estacion_0;710
08-05-2025;04:36:11 AM;Estacion_0;710
08-05-2025;04:48:54 AM;Estacion_0;710
08-05-2025;04:12:22 AM;Estacion_0;710
08-05-2025;04:24:34 AM;Estacion_0;710
08-05-2025;04:40:29 AM;Estacion_0;710
08-05-2025;04:16:48 AM;Estacion_0;710
08-05-2025;04:19:47 AM;Estacion_0;710
08-05-2025;04:24:21 AM;Estacion_0;710
08-05-2025;04:12:58 AM;Estacion_0;710
08-05-2025;04:18:48 AM;Estacion_0;710
08-05-2025;04:35:11 AM;Estacion_0;710
08-05-2025;04:40:18 AM;Estacion_0;710
08-05-2025;04:11:08 AM;Estacion_0;710
08-05-2025;04:06:27 AM;Estacion_0;710
08-05-2025;04:13:30 AM;Estacion_0;710
08-05-2025;04:51:18 AM;Estacion_0;710
08-05-2025;04:57:46 AM;Estacion_0;710
08-05-2025;04:15:52 AM;Estacion_0;710
08-05-2025;04:04:34 AM;Estacion_0;710
08-05-2025;04:11:24 AM;Estacion_0;710
08-05-2025;04:51:58 AM;Estacion_0;710
08-05-2025;04:20:35 AM;Estacion_0;710
08-05-2025;04:52:22 AM;Estacion_0;710
08-05-2025;04:15:56 AM;Estacion_0;710
08-05-2025;04:38:44 AM;Estacion_0;710
08-05-2025;04:52:41 AM;Estacion_0;710
08-05-2025;04:57:38 AM;Estacion_0;710
08-05-2025;04:13:30 AM;Estacion_0;710
08-05-2025;04:57:04 AM;Estacion_0;710
08-05-2025;04:34:22 AM;Estacion_0;710
08-05-2025;04:28:42 AM;Estacion_0;710
08-05-2025;04:10:17 AM;Estacion_0;710
08-05-2025;04:46:11 AM;Estacion_0;710
08-05-2025;04:08:09 AM;Estacion_0;710
08-05-2025;04:57:43 AM;Estacion_0;710
08-05-2025;04:16:37 AM;Estacion_0;710
08-05-2025;04:06:45 AM;Estacion_0;710
08-05-2025;04:12:39 AM;Estacion_0;710
08-05-2025;04:41:08 AM;Estacion_0;710
08-05-2025;04:49:26 AM;Estacion_0;710
08-05-2025;05:04:28 AM;Estacion_0;710
08-05-2025;05:36:37 AM;Estacion_0;710
08-05-2025;05:18:07 AM;Estacion_0;710
08-05-2025;05:47:44 AM;Estacion_0;710
08-05-2025;05:00:21 AM;Estacion_0;710
08-05-2025;05:51:16 AM;Estacion_0;710
08-05-2025;05:06:24 AM;Estacion_0;710
08-05-2025;05:44:03 AM;Estacion_0;710
08-05-2025;05:35:05 AM;Estacion_0;710
08-05-2025;05:59:30 AM;Estacion_0;710
08-05-2025;05:18:43 AM;Estacion_0;710
08-05-2025;05:53:38 AM;Estacion_0;710
08-05-2025;05:26:09 AM;Estacion_0;710
08-05-2025;05:25:18 AM;Estacion_0;710
08-05-2025;05:38:02 AM;Estacion_0;710
08-05-2025;05:44:12 AM;Estacion_0;710
08-05-2025;05:49:27 AM;Estacion_0;710
08-05-2025;05:57:19 AM;Estacion_0;710
08-05-2025;05:27:07 AM;Estacion_0;710
08-05-2025;05:40:38 AM;Estacion_0;710
08-05-2025;05:00:02 AM;Estacion_0;710
08-05-2025;05:12:27 AM;Estacion_0;710
08-05-2025;05:56:59 AM;Estacion_0;710
08-05-2025;05:48:24 AM;Estacion_0;710
08-05-2025;05:55:32 AM;Estacion_0;710
08-05-2025;05:37:52 AM;Estacion_0;710
08-05-2025;05:05:57 AM;Estacion_0;710
08-05-2025;05:43:44 AM;Estacion_0;710
08-05-2025;05:31:44 AM;Estacion_0;710
08-05-2025;05:46:20 AM;Estacion_0;710
08-05-2025;05:15:53 AM;Estacion_0;710
08-05-2025;05:20:10 AM;Estacion_0;710
08-05-2025;05:59:36 AM;Estacion_0;710
08-05-2025;05:35:34 AM;Estacion_0;710
08-05-2025;05:18:19 AM;Estacion_0;710
08-05-2025;05:56:17 AM;Estacion_0;710
08-05-2025;05:46:40 AM;Estacion_0;710
08-05-2025;05:48:13 AM;Estacion_0;710
08-05-2025;05:14:30 AM;Estacion_0;710
08-05-2025;05:00:52 AM;Estacion_0;710
08-05-2025;05:53:53 AM;Estacion_0;710
08-05-2025;05:02:15 AM;Estacion_0;710
08-05-2025;05:22:56 AM;Estacion_0;710
08-05-2025;05:10:11 AM;Estacion_0;710
08-05-2025;05:09:31 AM;Estacion_0;710
08-05-2025;05:15:07 AM;Estacion_0;710
08-05-2025;05:37:11 AM;Estacion_0;710
08-05-2025;05:23:27 AM;Estacion_0;710
08-05-2025;05:52:07 AM;Estacion_0;710
08-05-2025;05:57:27 AM;Estacion_0;710
08-05-2025;05:35:25 AM;Estacion_0;710
08-05-2025;06:57:59 AM;Estacion_0;710
08-05-2025;06:49:27 AM;Estacion_0;710
08-05-2025;06:27:36 AM;Estacion_0;710
08-05-2025;06:40:35 AM;Estacion_0;710
08-05-2025;06:26:53 AM;Estacion_0;710
08-05-2025;06:16:08 AM;Estacion_0;710
08-05-2025;06:32:52 AM;Estacion_0;710
08-05-2025;06:19:12 AM;Estacion_0;710
08-05-2025;06:27:47 AM;Estacion_0;710
08-05-2025;06:28:12 AM;Estacion_0;710
08-05-2025;06:45:34 AM;Estacion_0;710
08-05-2025;06:05:17 AM;Estacion_0;710
08-05-2025;06:50:04 AM;Estacion_0;710
08-05-2025;06:46:24 AM;Estacion_0;710
08-05-2025;06:01:09 AM;Estacion_0;710
08-05-2025;06:55:29 AM;Estacion_0;710
08-05-2025;06:49:58 AM;Estacion_0;710
08-05-2025;06:44:04 AM;Estacion_0;710
08-05-2025;06:54:55 AM;Estacion_0;710
08-05-2025;06:32:53 AM;Estacion_0;710
08-05-2025;06:00:17 AM;Estacion_0;710
08-05-2025;06:31:46 AM;Estacion_0;710
08-05-2025;06:48:10 AM;Estacion_0;710
08-05-2025;06:20:25 AM;Estacion_0;710
08-05-2025;06:24:21 AM;Estacion_0;710
08-05-2025;06:58:26 AM;Estacion_0;710
08-05-2025;06:48:12 AM;Estacion_0;710
08-05-2025;06:32:33 AM;Estacion_0;710
08-05-2025;06:40:34 AM;Estacion_0;710
08-05-2025;06:00:20 AM;Estacion_0;710
08-05-2025;06:47:54 AM;Estacion_0;710
08-05-2025;06:05:27 AM;Estacion_0;710
08-05-2025;06:16:04 AM;Estacion_0;710
08-05-2025;06:30:04 AM;Estacion_0;710
08-05-2025;06:37:02 AM;Estacion_0;710
08-05-2025;06:52:22 AM;Estacion_0;710
08-05-2025;06:36:52 AM;Estacion_0;710
08-05-2025;06:36:09 AM;Estacion_0;710
08-05-2025;06:09:18 AM;Estacion_0;710
08-05-2025;06:16:20 AM;Estacion_0;710
08-05-2025;06:13:08 AM;Estacion_0;710
08-05-2025;06:45:00 AM;Estacion_0;710
08-05-2025;06:50:44 AM;Estacion_0;710
08-05-2025;06:12:03 AM;Estacion_0;710
08-05-2025;06:00:48 AM;Estacion_0;710
08-05-2025;06:39:31 AM;Estacion_0;710
08-05-2025;06:33:27 AM;Estacion_0;710
08-05-2025;06:30:07 AM;Estacion_0;710
08-05-2025;06:38:25 AM;Estacion_0;710
08-05-2025;06:57:33 AM;Estacion_0;710
08-05-2025;06:53:53 AM;Estacion_0;710
08-05-2025;06:02:58 AM;Estacion_0;710
08-05-2025;06:49:11 AM;Estacion_0;710
08-05-2025;06:00:53 AM;Estacion_0;710
08-05-2025;06:43:04 AM;Estacion_0;710
08-05-2025;06:29:29 AM;Estacion_0;710
08-05-2025;06:58:56 AM;Estacion_0;710
08-05-2025;07:47:46 AM;Estacion_0;710
08-05-2025;07:22:14 AM;Estacion_0;710
08-05-2025;07:36:20 AM;Estacion_0;710
08-05-2025;07:13:01 AM;Estacion_0;710
08-05-2025;07:10:50 AM;Estacion_0;710
08-05-2025;07:38:37 AM;Estacion_0;710
08-05-2025;07:59:33 AM;Estacion_0;710
08-05-2025;07:37:49 AM;Estacion_0;710
08-05-2025;07:33:17 AM;Estacion_0;710
08-05-2025;07:29:14 AM;Estacion_0;710
08-05-2025;07:26:50 AM;Estacion_0;710
08-05-2025;07:33:51 AM;Estacion_0;710
08-05-2025;07:56:37 AM;Estacion_0;710
08-05-2025;07:32:23 AM;Estacion_0;710
08-05-2025;07:14:59 AM;Estacion_0;710
08-05-2025;07:29:54 AM;Estacion_0;710
08-05-2025;07:41:50 AM;Estacion_0;710
08-05-2025;07:16:04 AM;Estacion_0;710
08-05-2025;07:28:03 AM;Estacion_0;710
08-05-2025;07:09:55 AM;Estacion_0;710
08-05-2025;07:16:09 AM;Estacion_0;710
08-05-2025;07:16:59 AM;Estacion_0;710
08-05-2025;07:19:23 AM;Estacion_0;710
08-05-2025;07:04:33 AM;Estacion_0;710
08-05-2025;07:05:52 AM;Estacion_0;710
08-05-2025;07:01:12 AM;Estacion_0;710
08-05-2025;07:42:42 AM;Estacion_0;710
08-05-2025;07:47:10 AM;Estacion_0;710
08-05-2025;07:50:46 AM;Estacion_0;710
08-05-2025;07:56:22 AM;Estacion_0;710
08-05-2025;07:54:15 AM;Estacion_0;710
08-05-2025;07:30:10 AM;Estacion_0;710
08-05-2025;07:53:15 AM;Estacion_0;710
08-05-2025;07:07:03 AM;Estacion_0;710
08-05-2025;07:39:03 AM;Estacion_0;710
08-05-2025;07:55:24 AM;Estacion_0;710
08-05-2025;07:02:31 AM;Estacion_0;710
08-05-2025;07:02:26 AM;Estacion_0;710
08-05-2025;07:28:31 AM;Estacion_0;710
08-05-2025;07:49:57 AM;Estacion_0;710
08-05-2025;07:50:18 AM;Estacion_0;710
08-05-2025;07:20:04 AM;Estacion_0;710
08-05-2025;07:17:27 AM;Estacion_0;710
08-05-2025;07:41:21 AM;Estacion_0;710
08-05-2025;07:20:05 AM;Estacion_0;710
08-05-2025;07:00:04 AM;Estacion_0;710
08-05-2025;07:40:11 AM;Estacion_0;710
08-05-2025;07:25:45 AM;Estacion_0;710
08-05-2025;07:33:48 AM;Estacion_0;710
08-05-2025;07:13:25 AM;Estacion_0;710
08-05-2025;07:44:26 AM;Estacion_0;710
